"naam","uri_naam","uri_amco","amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio"
"Koog aan de Zaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koog_aan_de_Zaan","http://www.gemeentegeschiedenis.nl/amco/10776",10776,"411",0,"oudsher","1974","Noord-Holland","west"
"Kortenhoef","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kortenhoef","http://www.gemeentegeschiedenis.nl/amco/10467",10467,"1097",0,"oudsher","1966","Noord-Holland","west"
"Krommenie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Krommenie","http://www.gemeentegeschiedenis.nl/amco/10373",10373,"413",0,"oudsher","1974","Noord-Holland","west"
"Kwadijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kwadijk","http://www.gemeentegeschiedenis.nl/amco/10775",10775,"414",0,"1817","1970","Noord-Holland","west"
"Landsmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Landsmeer","http://www.gemeentegeschiedenis.nl/amco/11225",11225,"415",2751979,"oudsher","heden","Noord-Holland","west"
"Langedijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langedijk","http://www.gemeentegeschiedenis.nl/amco/10955",10955,"416",2751962,"1941","heden","Noord-Holland","west"
"Laren [NH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laren_NH","http://www.gemeentegeschiedenis.nl/amco/10649",10649,"417",2751873,"oudsher","heden","Noord-Holland","west"
"Limmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Limmen","http://www.gemeentegeschiedenis.nl/amco/11370",11370,"418",0,"1817","2002","Noord-Holland","west"
"Marken","http://www.gemeentegeschiedenis.nl/gemeentenaam/Marken","http://www.gemeentegeschiedenis.nl/amco/10901",10901,"419",0,"oudsher","1991","Noord-Holland","west"
"Medemblik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Medemblik","http://www.gemeentegeschiedenis.nl/amco/11215",11215,"420",2751072,"oudsher","heden","Noord-Holland","west"
"Middelie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelie","http://www.gemeentegeschiedenis.nl/amco/10452",10452,"421",0,"oudsher","1970","Noord-Holland","west"
"Midwoud","http://www.gemeentegeschiedenis.nl/gemeentenaam/Midwoud","http://www.gemeentegeschiedenis.nl/amco/10924",10924,"422",0,"1817","1979","Noord-Holland","west"
"Monnickendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Monnickendam","http://www.gemeentegeschiedenis.nl/amco/10983",10983,"423",0,"oudsher","1991","Noord-Holland","west"
"Muiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Muiden","http://www.gemeentegeschiedenis.nl/amco/10958",10958,"424",2750568,"oudsher","heden","Noord-Holland","west"
"Naarden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naarden","http://www.gemeentegeschiedenis.nl/amco/10187",10187,"425",2750520,"oudsher","heden","Noord-Holland","west"
"Nederhorst den Berg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederhorst_den_Berg","http://www.gemeentegeschiedenis.nl/amco/10715",10715,"426",0,"oudsher","2002","Noord-Holland","west"
"Nibbixwoud","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nibbixwoud","http://www.gemeentegeschiedenis.nl/amco/10091",10091,"427",0,"oudsher","1979","Noord-Holland","west"
"Niedorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Niedorp","http://www.gemeentegeschiedenis.nl/amco/10923",10923,"412",0,"1970","heden","Noord-Holland","west"
"Nieuwendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwendam","http://www.gemeentegeschiedenis.nl/amco/10177",10177,"1120",0,"oudsher","1921","Noord-Holland","west"
"Nieuwe Niedorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Niedorp","http://www.gemeentegeschiedenis.nl/amco/10073",10073,"428",0,"oudsher","1970","Noord-Holland","west"
"Nieuwer-Amstel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwer-Amstel","http://www.gemeentegeschiedenis.nl/amco/10799",10799,"1249",0,"oudsher","1964","Noord-Holland","west"
"Noorder-Koggenland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noorder-Koggenland","http://www.gemeentegeschiedenis.nl/amco/10924",10924,"529",0,"1979","2007","Noord-Holland","west"
"Noord-Scharwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noord-Scharwoude","http://www.gemeentegeschiedenis.nl/amco/10075",10075,"1124",0,"1817","1941","Noord-Holland","west"
"Obdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Obdam","http://www.gemeentegeschiedenis.nl/amco/11338",11338,"429",0,"oudsher","2007","Noord-Holland","west"
"Oosthuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosthuizen","http://www.gemeentegeschiedenis.nl/amco/11121",11121,"430",0,"oudsher","1970","Noord-Holland","west"
"Oostzaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostzaan","http://www.gemeentegeschiedenis.nl/amco/11303",11303,"431",2749319,"oudsher","heden","Noord-Holland","west"
"Opmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Opmeer","http://www.gemeentegeschiedenis.nl/amco/10609",10609,"432",2749285,"1817","heden","Noord-Holland","west"
"Opperdoes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Opperdoes","http://www.gemeentegeschiedenis.nl/amco/10523",10523,"433",0,"1817","1979","Noord-Holland","west"
"Oterleek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oterleek","http://www.gemeentegeschiedenis.nl/amco/10133",10133,"434",0,"1817","1970","Noord-Holland","west"
"Oudendijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudendijk","http://www.gemeentegeschiedenis.nl/amco/11090",11090,"435",0,"1817","1979","Noord-Holland","west"
"Oude Niedorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_Niedorp","http://www.gemeentegeschiedenis.nl/amco/10896",10896,"436",0,"oudsher","1970","Noord-Holland","west"
"Ouder-Amstel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouder-Amstel","http://www.gemeentegeschiedenis.nl/amco/10998",10998,"437",2749027,"oudsher","heden","Noord-Holland","west"
"Oudkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudkarspel","http://www.gemeentegeschiedenis.nl/amco/11051",11051,"1146",0,"oudsher","1941","Noord-Holland","west"
"Oudorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudorp","http://www.gemeentegeschiedenis.nl/amco/10363",10363,"438",0,"1817","1972","Noord-Holland","west"
"Petten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Petten","http://www.gemeentegeschiedenis.nl/amco/11057",11057,"1153",0,"1817","1929","Noord-Holland","west"
"Purmerend","http://www.gemeentegeschiedenis.nl/gemeentenaam/Purmerend","http://www.gemeentegeschiedenis.nl/amco/11066",11066,"439",2748412,"oudsher","heden","Noord-Holland","west"
"Ransdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ransdorp","http://www.gemeentegeschiedenis.nl/amco/10789",10789,"1157",0,"oudsher","1921","Noord-Holland","west"
"Rietwijkeroord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rietwijkeroord","http://www.gemeentegeschiedenis.nl/amco/10473",10473,"1361",0,"1817","1854","Noord-Holland","west"
"De Rijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Rijp","http://www.gemeentegeschiedenis.nl/amco/11417",11417,"440",0,"oudsher","1970","Noord-Holland","west"
"Schagen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schagen","http://www.gemeentegeschiedenis.nl/amco/10511",10511,"441",2747719,"oudsher","heden","Noord-Holland","west"
"Schardam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schardam","http://www.gemeentegeschiedenis.nl/amco/10414",10414,"1366",0,"1817","1854","Noord-Holland","west"
"Scharwoude [bij Hoorn]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharwoude_bij_Hoorn","http://www.gemeentegeschiedenis.nl/amco/11254",11254,"1367",0,"1817","1854","Noord-Holland","west"
"Scharwoude [Langendijk]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharwoude_Langendijk","http://www.gemeentegeschiedenis.nl/amco/10159",10159,NA,0,"oudsher","1817","Noord-Holland","west"
"Schellingwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schellingwoude","http://www.gemeentegeschiedenis.nl/amco/10651",10651,"1368",0,"1817","1857","Noord-Holland","west"
"Schellinkhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schellinkhout","http://www.gemeentegeschiedenis.nl/amco/10772",10772,"442",0,"oudsher","1970","Noord-Holland","west"
"Schermer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schermer","http://www.gemeentegeschiedenis.nl/amco/10308",10308,"458",2747618,"1970","heden","Noord-Holland","west"
"Schermerhorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schermerhorn","http://www.gemeentegeschiedenis.nl/amco/10308",10308,"443",0,"oudsher","1970","Noord-Holland","west"
"Schoorl","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoorl","http://www.gemeentegeschiedenis.nl/amco/10627",10627,"444",0,"oudsher","2001","Noord-Holland","west"
"Schoten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoten","http://www.gemeentegeschiedenis.nl/amco/10382",10382,"1173",0,"1817","1927","Noord-Holland","west"
"Sijbekarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sijbekarspel","http://www.gemeentegeschiedenis.nl/amco/11167",11167,"447",0,"oudsher","1979","Noord-Holland","west"
"Sint Maarten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maarten","http://www.gemeentegeschiedenis.nl/amco/10740",10740,"445",0,"oudsher","1990","Noord-Holland","west"
"Sint Pancras","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Pancras","http://www.gemeentegeschiedenis.nl/amco/10513",10513,"446",0,"1817","1990","Noord-Holland","west"
"Sloten [NH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sloten_NH","http://www.gemeentegeschiedenis.nl/amco/10148",10148,"1181",0,"oudsher","1921","Noord-Holland","west"
"Spaarndam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spaarndam","http://www.gemeentegeschiedenis.nl/amco/10192",10192,"1185",0,"oudsher","1927","Noord-Holland","west"
"Spaarnwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spaarnwoude","http://www.gemeentegeschiedenis.nl/amco/10508",10508,"1374",0,"oudsher","1857","Noord-Holland","west"
"Spanbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spanbroek","http://www.gemeentegeschiedenis.nl/amco/10063",10063,"1186",0,"oudsher","1959","Noord-Holland","west"
"Stede Broec","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stede_Broec","http://www.gemeentegeschiedenis.nl/amco/11337",11337,"532",6544238,"1979","heden","Noord-Holland","west"
"Texel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Texel","http://www.gemeentegeschiedenis.nl/amco/10237",10237,"448",2746383,"oudsher","heden","Noord-Holland","west"
"Thamen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Thamen","http://www.gemeentegeschiedenis.nl/amco/10403",10403,NA,0,"1818","1820","Noord-Holland","west"
"Twisk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Twisk","http://www.gemeentegeschiedenis.nl/amco/10371",10371,"449",0,"oudsher","1979","Noord-Holland","west"
"Uitgeest","http://www.gemeentegeschiedenis.nl/gemeentenaam/Uitgeest","http://www.gemeentegeschiedenis.nl/amco/11238",11238,"450",2745977,"oudsher","heden","Noord-Holland","west"
"Uithoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Uithoorn","http://www.gemeentegeschiedenis.nl/amco/11206",11206,"451",2745972,"oudsher","heden","Noord-Holland","west"
"Ursem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ursem","http://www.gemeentegeschiedenis.nl/amco/10696",10696,"452",0,"oudsher","1979","Noord-Holland","west"
"Urk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Urk","http://www.gemeentegeschiedenis.nl/amco/10783",10783,"184",2745931,"oudsher","heden","Noord-Holland","west"
"Veenhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veenhuizen","http://www.gemeentegeschiedenis.nl/amco/10718",10718,"1384",0,"1817","1854","Noord-Holland","west"
"Velsen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velsen","http://www.gemeentegeschiedenis.nl/amco/10620",10620,"453",2745675,"oudsher","heden","Noord-Holland","west"
"Venhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Venhuizen","http://www.gemeentegeschiedenis.nl/amco/10433",10433,"454",0,"oudsher","2006","Noord-Holland","west"
"Warder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Warder","http://www.gemeentegeschiedenis.nl/amco/11073",11073,"455",0,"1817","1970","Noord-Holland","west"
"Warmenhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Warmenhuizen","http://www.gemeentegeschiedenis.nl/amco/10221",10221,"456",0,"oudsher","1990","Noord-Holland","west"
"Watergraafsmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Watergraafsmeer","http://www.gemeentegeschiedenis.nl/amco/11122",11122,"1219",0,"1817","1921","Noord-Holland","west"
"Waterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waterland","http://www.gemeentegeschiedenis.nl/amco/10983",10983,"852",2758257,"1991","heden","Noord-Holland","west"
"Weesp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Weesp","http://www.gemeentegeschiedenis.nl/amco/10773",10773,"457",2744903,"oudsher","heden","Noord-Holland","west"
"Weesperkarspel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Weesperkarspel","http://www.gemeentegeschiedenis.nl/amco/10377",10377,"1221",0,"1817","1966","Noord-Holland","west"
"Wervershoof","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wervershoof","http://www.gemeentegeschiedenis.nl/amco/11270",11270,"459",0,"1817","2011","Noord-Holland","west"
"Wester-Koggenland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wester-Koggenland","http://www.gemeentegeschiedenis.nl/amco/10354",10354,"558",0,"1979","2007","Noord-Holland","west"
"Westwoud","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westwoud","http://www.gemeentegeschiedenis.nl/amco/11101",11101,"460",0,"1817","1979","Noord-Holland","west"
"Westzaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westzaan","http://www.gemeentegeschiedenis.nl/amco/11381",11381,"461",0,"oudsher","1974","Noord-Holland","west"
"Wieringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieringen","http://www.gemeentegeschiedenis.nl/amco/11277",11277,"462",0,"oudsher","heden","Noord-Holland","west"
"Wieringermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieringermeer","http://www.gemeentegeschiedenis.nl/amco/10239",10239,"463",NA,"1941","heden","Noord-Holland","west"
"Wieringermeer, Openbaar Lichaam De","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieringermeer__Openbaar_Lichaam_De","http://www.gemeentegeschiedenis.nl/amco/10239",10239,"463",NA,"1938","1941","Noord-Holland","west"
"Wieringerwaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieringerwaard","http://www.gemeentegeschiedenis.nl/amco/11164",11164,"464",0,"oudsher","1970","Noord-Holland","west"
"Wijdemeren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijdemeren","http://www.gemeentegeschiedenis.nl/amco/10534",10534,"1696",3345301,"2002","heden","Noord-Holland","west"
"Wijdenes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijdenes","http://www.gemeentegeschiedenis.nl/amco/10631",10631,"469",0,"1817","1970","Noord-Holland","west"
"Wijdewormer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijdewormer","http://www.gemeentegeschiedenis.nl/amco/10434",10434,"470",0,"1817","1991","Noord-Holland","west"
"Wijk aan Zee en Duin","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_aan_Zee_en_Duin","http://www.gemeentegeschiedenis.nl/amco/11366",11366,"1229",0,"1817","1936","Noord-Holland","west"
"Wimmenum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wimmenum","http://www.gemeentegeschiedenis.nl/amco/10725",10725,"1397",0,"1817","1857","Noord-Holland","west"
"Winkel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Winkel","http://www.gemeentegeschiedenis.nl/amco/10923",10923,"465",0,"oudsher","1970","Noord-Holland","west"
"Wognum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wognum","http://www.gemeentegeschiedenis.nl/amco/10818",10818,"466",0,"oudsher","2007","Noord-Holland","west"
"Wormer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wormer","http://www.gemeentegeschiedenis.nl/amco/10648",10648,"467",0,"oudsher","1991","Noord-Holland","west"
"Wormerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wormerland","http://www.gemeentegeschiedenis.nl/amco/10648",10648,"880",6544263,"1991","heden","Noord-Holland","west"
"Wormerveer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wormerveer","http://www.gemeentegeschiedenis.nl/amco/10361",10361,"468",0,"oudsher","1974","Noord-Holland","west"
"Zaandam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaandam","http://www.gemeentegeschiedenis.nl/amco/11044",11044,"471",0,"oudsher","1974","Noord-Holland","west"
"Zaandijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaandijk","http://www.gemeentegeschiedenis.nl/amco/11404",11404,"472",0,"oudsher","1974","Noord-Holland","west"
"Zaanstad","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaanstad","http://www.gemeentegeschiedenis.nl/amco/11044",11044,"479",2744113,"1974","heden","Noord-Holland","west"
"Zandvoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zandvoort","http://www.gemeentegeschiedenis.nl/amco/10910",10910,"473",2744040,"oudsher","heden","Noord-Holland","west"
"Zeevang","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeevang","http://www.gemeentegeschiedenis.nl/amco/11121",11121,"478",2743999,"1970","heden","Noord-Holland","west"
"Zijpe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zijpe","http://www.gemeentegeschiedenis.nl/amco/10004",10004,"476",2743882,"oudsher","heden","Noord-Holland","west"
"Zuid- en Noord-Schermer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-_en_Noord-Schermer","http://www.gemeentegeschiedenis.nl/amco/11311",11311,"474",0,"oudsher","1970","Noord-Holland","west"
"Zuidschalkwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidschalkwijk","http://www.gemeentegeschiedenis.nl/amco/11394",11394,"1241",0,"1817","1863","Noord-Holland","west"
"Zuid-Scharwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Scharwoude","http://www.gemeentegeschiedenis.nl/amco/10159",10159,"1238",0,"1817","1941","Noord-Holland","west"
"Zwaag","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwaag","http://www.gemeentegeschiedenis.nl/amco/10218",10218,"475",0,"oudsher","1979","Noord-Holland","west"
"Ter Aar","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ter_Aar","http://www.gemeentegeschiedenis.nl/amco/11104",11104,"480",0,"oudsher","2007","Zuid-Holland","west"
"Aarlanderveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aarlanderveen","http://www.gemeentegeschiedenis.nl/amco/11242",11242,"1002",0,"oudsher","1918","Zuid-Holland","west"
"Abbenbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abbenbroek","http://www.gemeentegeschiedenis.nl/amco/11026",11026,"481",0,"oudsher","1980","Zuid-Holland","west"
"Abtsregt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abtsregt","http://www.gemeentegeschiedenis.nl/amco/10946",10946,"1301",0,"1817","1855","Zuid-Holland","west"
"Achttienhoven [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Achttienhoven_ZH","http://www.gemeentegeschiedenis.nl/amco/10972",10972,"1303",0,"1817","1855","Zuid-Holland","west"
"Ackersdijk en Vrouwenregt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ackersdijk_en_Vrouwenregt","http://www.gemeentegeschiedenis.nl/amco/10013",10013,"1304",0,"1817","1855","Zuid-Holland","west"
"Alblasserdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alblasserdam","http://www.gemeentegeschiedenis.nl/amco/11327",11327,"482",2759914,"oudsher","heden","Zuid-Holland","west"
"Albrandswaard [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Albrandswaard_1","http://www.gemeentegeschiedenis.nl/amco/10124",10124,"477",0,"1817","1842","Zuid-Holland","west"
"Albrandswaard [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Albrandswaard_2","http://www.gemeentegeschiedenis.nl/amco/10124",10124,"613",6544242,"1985","heden","Zuid-Holland","west"
"Alkemade","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alkemade","http://www.gemeentegeschiedenis.nl/amco/10349",10349,"483",0,"oudsher","2009","Zuid-Holland","west"
"Alphen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alphen","http://www.gemeentegeschiedenis.nl/amco/10517",10517,"1008",0,"oudsher","1918","Zuid-Holland","west"
