"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
10436,"Berkelland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkelland","http://www.gemeentegeschiedenis.nl/amco/10436","1859",6544286,"2005","heden","Gelderland","oost","Eibergen",229,"zuidoost"
10436,"Eibergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eibergen","http://www.gemeentegeschiedenis.nl/amco/10436","229",0,"oudsher","2005","Gelderland","oost","Eibergen",229,"zuidoost"
10437,"Zuidzande","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidzande","http://www.gemeentegeschiedenis.nl/amco/10437","735",0,"oudsher","1970","Zeeland","west","Zuidzande",735,"zuidwest"
10438,"Stoutenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stoutenburg","http://www.gemeentegeschiedenis.nl/amco/10438","343",0,"1818","1969","Utrecht","west","Stoutenburg",343,"zuidoost"
10439,"Abbekerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Abbekerk","http://www.gemeentegeschiedenis.nl/amco/10439","359",0,"oudsher","1979","Noord-Holland","west","Abbekerk",359,"noordwest"
10440,"Gendt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gendt","http://www.gemeentegeschiedenis.nl/amco/10440","238",0,"oudsher","2001","Gelderland","oost","Gendt",238,"zuidoost"
10441,"Vreeswijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vreeswijk","http://www.gemeentegeschiedenis.nl/amco/10441","348",0,"oudsher","1971","Utrecht","west","Vreeswijk",348,"zuidwest"
10442,"Best","http://www.gemeentegeschiedenis.nl/gemeentenaam/Best","http://www.gemeentegeschiedenis.nl/amco/10442","753",2759039,"1821","heden","Noord-Brabant","zuid","Best",753,"zuidwest"
10443,"Kamperveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kamperveen","http://www.gemeentegeschiedenis.nl/amco/10443","1092",0,"oudsher","1937","Overijssel","oost","Kamperveen",1092,"noordoost"
10444,"Herveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herveld","http://www.gemeentegeschiedenis.nl/amco/10444",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10445,"Bergschenhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergschenhoek","http://www.gemeentegeschiedenis.nl/amco/10445","492",0,"oudsher","2007","Zuid-Holland","west","Bergschenhoek",492,"zuidwest"
10446,"Nijkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijkerk","http://www.gemeentegeschiedenis.nl/amco/10446","267",2750064,"oudsher","heden","Gelderland","oost","Nijkerk",267,"zuidoost"
10447,"Barwoutswaarder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Barwoutswaarder","http://www.gemeentegeschiedenis.nl/amco/10447","1017",0,"1817","1964","Zuid-Holland","west","Barwoutswaarder",1017,"zuidwest"
10448,"Borger","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borger","http://www.gemeentegeschiedenis.nl/amco/10448","108",0,"oudsher","1998","Drenthe","noord","Borger",108,"noordoost"
10448,"Borger-Odoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borger-Odoorn","http://www.gemeentegeschiedenis.nl/amco/10448","1681",2758619,"1998","heden","Drenthe","noord","Borger",108,"noordoost"
10449,"Sinoutskerke en Baarsdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sinoutskerke_en_Baarsdorp","http://www.gemeentegeschiedenis.nl/amco/10449","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10450,"Goudriaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudriaan","http://www.gemeentegeschiedenis.nl/amco/10450","515",0,"oudsher","1986","Zuid-Holland","west","Goudriaan",515,"zuidwest"
10451,"Graafstroom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graafstroom","http://www.gemeentegeschiedenis.nl/amco/10451","693",6544272,"1986","heden","Zuid-Holland","west","Bleskensgraaf en Hofwege",496,"zuidwest"
10451,"Bleskensgraaf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf","http://www.gemeentegeschiedenis.nl/amco/10451","1262",0,"oudsher","1855","Zuid-Holland","west","Bleskensgraaf en Hofwege",496,"zuidwest"
10451,"Bleskensgraaf en Hofwegen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf_en_Hofwegen","http://www.gemeentegeschiedenis.nl/amco/10451","496",0,"1855","1986","Zuid-Holland","west","Bleskensgraaf en Hofwege",496,"zuidwest"
10452,"Middelie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelie","http://www.gemeentegeschiedenis.nl/amco/10452","421",0,"oudsher","1970","Noord-Holland","west","Middelie",421,"noordwest"
10453,"Winschoten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Winschoten","http://www.gemeentegeschiedenis.nl/amco/10453","52",0,"oudsher","2010","Groningen","noord","Winschoten",52,"noordoost"
10453,"Oldambt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldambt","http://www.gemeentegeschiedenis.nl/amco/10453","1895",7535498,"2010","heden","Groningen","noord","Winschoten",52,"noordoost"
10454,"Witmarsum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Witmarsum","http://www.gemeentegeschiedenis.nl/amco/10454",NA,0,"oudsher","1816","Friesland","noord","Wonseradeel",99,"noordoost"
10454,"Wûnseradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wunseradiel","http://www.gemeentegeschiedenis.nl/amco/10454","710",0,"1987","2011","Friesland","noord","Wonseradeel",99,"noordoost"
10454,"Wonseradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wonseradeel","http://www.gemeentegeschiedenis.nl/amco/10454","99",0,"1816","1987","Friesland","noord","Wonseradeel",99,"noordoost"
10455,"Riethoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Riethoven","http://www.gemeentegeschiedenis.nl/amco/10455","837",0,"oudsher","1997","Noord-Brabant","zuid","Riethoven",837,"zuidwest"
10456,"Posterholt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Posterholt","http://www.gemeentegeschiedenis.nl/amco/10456","956",0,"oudsher","1994","Limburg","zuid","Posterholt",956,"zuidoost"
10456,"Ambt Montfort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Montfort","http://www.gemeentegeschiedenis.nl/amco/10456","1679",0,"1994","2007","Limburg","zuid","Posterholt",956,"zuidoost"
10457,"Susteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Susteren","http://www.gemeentegeschiedenis.nl/amco/10457","974",0,"oudsher","2003","Limburg","zuid","Susteren",974,"zuidoost"
10458,"Itteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Itteren","http://www.gemeentegeschiedenis.nl/amco/10458","926",0,"oudsher","1970","Limburg","zuid","Itteren",926,"zuidoost"
10459,"Nieuw-Strijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Strijen","http://www.gemeentegeschiedenis.nl/amco/10459","",0,"oudsher","1813","Zeeland","west",NA,NA,NA
10460,"Buurmalsen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Buurmalsen","http://www.gemeentegeschiedenis.nl/amco/10460","215",0,"1818","1978","Gelderland","oost","Buurmalsen",215,"zuidwest"
10461,"Jacobswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jacobswoude","http://www.gemeentegeschiedenis.nl/amco/10461","645",0,"1991","2009","Zuid-Holland","west","Woubrugge",633,"zuidwest"
10461,"Woubrugge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woubrugge","http://www.gemeentegeschiedenis.nl/amco/10461","633",0,"oudsher","1991","Zuid-Holland","west","Woubrugge",633,"zuidwest"
10462,"Heeze-Leende","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heeze-Leende","http://www.gemeentegeschiedenis.nl/amco/10462","1658",6544277,"1997","heden","Noord-Brabant","zuid","Heeze",793,"zuidoost"
10462,"Heeze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heeze","http://www.gemeentegeschiedenis.nl/amco/10462","793",0,"oudsher","1997","Noord-Brabant","zuid","Heeze",793,"zuidoost"
10463,"Nijbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijbroek","http://www.gemeentegeschiedenis.nl/amco/10463",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10464,"Rockanje","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rockanje","http://www.gemeentegeschiedenis.nl/amco/10464","598",0,"oudsher","1980","Zuid-Holland","west","Rockanje",598,"zuidwest"
10465,"Leerbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerbroek","http://www.gemeentegeschiedenis.nl/amco/10465","544",0,"1817","1986","Zuid-Holland","west","Leerbroek",544,"zuidwest"
10466,"Huijbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Huijbergen","http://www.gemeentegeschiedenis.nl/amco/10466","803",0,"oudsher","1997","Noord-Brabant","zuid","Huijbergen",803,"zuidwest"
10467,"Kortenhoef","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kortenhoef","http://www.gemeentegeschiedenis.nl/amco/10467","1097",0,"oudsher","1966","Noord-Holland","west","Kortenhoef",1097,"zuidwest"
10468,"Zwijndrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht","http://www.gemeentegeschiedenis.nl/amco/10468","642",2743492,"oudsher","heden","Zuid-Holland","west","Zwijndrecht",642,"zuidwest"
10469,"'s-Gravenmoer","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenmoer","http://www.gemeentegeschiedenis.nl/amco/10469","787",0,"oudsher","1997","Noord-Brabant","zuid","'s-Gravenmoer",787,"zuidwest"
10470,"Rolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rolde","http://www.gemeentegeschiedenis.nl/amco/10470","126",0,"oudsher","1998","Drenthe","noord","Rolde",126,"noordoost"
10471,"Ewijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ewijk","http://www.gemeentegeschiedenis.nl/amco/10471","235",0,"oudsher","1980","Gelderland","oost","Ewijk",235,"zuidoost"
10472,"Oudega","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudega","http://www.gemeentegeschiedenis.nl/amco/10472",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10473,"Rietwijkeroord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rietwijkeroord","http://www.gemeentegeschiedenis.nl/amco/10473","1361",0,"1817","1854","Noord-Holland","west",NA,NA,NA
10474,"Swalmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Swalmen","http://www.gemeentegeschiedenis.nl/amco/10474","975",0,"oudsher","2007","Limburg","zuid","Swalmen",975,"zuidoost"
10475,"Marrum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Marrum","http://www.gemeentegeschiedenis.nl/amco/10475",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10476,"Hooge en Lage Mierde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hooge_en_Lage_Mierde","http://www.gemeentegeschiedenis.nl/amco/10476","801",0,"oudsher","1997","Noord-Brabant","zuid","Hooge en Lage Mierde",801,"zuidwest"
10477,"Venlo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Venlo","http://www.gemeentegeschiedenis.nl/amco/10477","983",2745640,"oudsher","heden","Limburg","zuid","Venlo",983,"zuidoost"
10478,"Asten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Asten","http://www.gemeentegeschiedenis.nl/amco/10478","743",2759619,"oudsher","heden","Noord-Brabant","zuid","Asten",743,"zuidoost"
10479,"Rilland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland","http://www.gemeentegeschiedenis.nl/amco/10479","1161",0,"1816","1878","Zeeland","west","Rilland",1161,"zuidwest"
10479,"Rilland en Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland_en_Bath","http://www.gemeentegeschiedenis.nl/amco/10479","",0,"oudsher","1816","Zeeland","west","Rilland",1161,"zuidwest"
10479,"Rilland-Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland-Bath","http://www.gemeentegeschiedenis.nl/amco/10479","702",0,"1878","1970","Zeeland","west","Rilland",1161,"zuidwest"
10480,"Maire","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maire","http://www.gemeentegeschiedenis.nl/amco/10480","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10481,"Jisp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jisp","http://www.gemeentegeschiedenis.nl/amco/10481","408",0,"oudsher","1991","Noord-Holland","west","Jisp",408,"noordwest"
10482,"Vrijhoef en Kalverbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoef_en_Kalverbroek","http://www.gemeentegeschiedenis.nl/amco/10482",NA,0,"1817","1827","Zuid-Holland","west",NA,NA,NA
10483,"Middelburg [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelburg_ZH","http://www.gemeentegeschiedenis.nl/amco/10483","1344",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10484,"Graft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graft","http://www.gemeentegeschiedenis.nl/amco/10484","389",0,"oudsher","1970","Noord-Holland","west","Graft",389,"noordwest"
10485,"Reeuwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reeuwijk","http://www.gemeentegeschiedenis.nl/amco/10485","595",0,"oudsher","2011","Zuid-Holland","west","Reeuwijk",595,"zuidwest"
10486,"Philippine","http://www.gemeentegeschiedenis.nl/gemeentenaam/Philippine","http://www.gemeentegeschiedenis.nl/amco/10486","699",0,"oudsher","1970","Zeeland","west","Philippine",699,"zuidwest"
10487,"Liemeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Liemeer","http://www.gemeentegeschiedenis.nl/amco/10487","1673",0,"1994","2007","Zuid-Holland","west","Nieuwveen",573,"zuidwest"
10487,"Nieuwveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwveen","http://www.gemeentegeschiedenis.nl/amco/10487","573",0,"oudsher","1994","Zuid-Holland","west","Nieuwveen",573,"zuidwest"
10488,"Keppel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Keppel","http://www.gemeentegeschiedenis.nl/amco/10488",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10489,"Sleen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sleen","http://www.gemeentegeschiedenis.nl/amco/10489","130",0,"1819","1998","Drenthe","noord","Sleen",130,"noordoost"
10490,"Oosterhesselen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterhesselen","http://www.gemeentegeschiedenis.nl/amco/10490","123",0,"1819","1998","Drenthe","noord","Oosterhesselen",123,"noordoost"
10491,"Den Dungen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Den_Dungen","http://www.gemeentegeschiedenis.nl/amco/10491","768",0,"oudsher","1996","Noord-Brabant","zuid","Den Dungen",768,"zuidwest"
10492,"Onderbanken","http://www.gemeentegeschiedenis.nl/gemeentenaam/Onderbanken","http://www.gemeentegeschiedenis.nl/amco/10492","881",6544298,"1982","heden","Limburg","zuid","Schinveld",963,"zuidoost"
10492,"Schinveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schinveld","http://www.gemeentegeschiedenis.nl/amco/10492","963",0,"oudsher","1982","Limburg","zuid","Schinveld",963,"zuidoost"
10493,"Blaricum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blaricum","http://www.gemeentegeschiedenis.nl/amco/10493","376",2758867,"1817","heden","Noord-Holland","west","Blaricum",376,"zuidwest"
10494,"Meerssen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerssen","http://www.gemeentegeschiedenis.nl/amco/10494","938",2751036,"oudsher","heden","Limburg","zuid","Meerssen",938,"zuidoost"
10495,"Alem, Maren en Kessel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alem__Maren_en_Kessel","http://www.gemeentegeschiedenis.nl/amco/10495","1007",0,"1821","1958","Noord-Brabant","zuid","Alem, Maren en Kessel",1007,"zuidwest"
10495,"Maren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maren","http://www.gemeentegeschiedenis.nl/amco/10495","",0,"oudsher","1821","Noord-Brabant","zuid","Alem, Maren en Kessel",1007,"zuidwest"
10496,"Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/amco/10496","845",2747233,"oudsher","heden","Noord-Brabant","zuid","Sint-Michielsgestel",845,"zuidwest"
10497,"Steenderen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenderen","http://www.gemeentegeschiedenis.nl/amco/10497","280",0,"oudsher","2005","Gelderland","oost","Steenderen",280,"zuidoost"
10498,"Warffum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Warffum","http://www.gemeentegeschiedenis.nl/amco/10498","49",0,"oudsher","1990","Groningen","noord","Warffum",49,"noordoost"
10499,"Teckop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Teckop","http://www.gemeentegeschiedenis.nl/amco/10499","1382",0,"1817","1857","Utrecht","west",NA,NA,NA
10500,"West-Souburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/West-Souburg","http://www.gemeentegeschiedenis.nl/amco/10500","1395",0,"oudsher","1835","Zeeland","west",NA,NA,NA
10501,"Peize","http://www.gemeentegeschiedenis.nl/gemeentenaam/Peize","http://www.gemeentegeschiedenis.nl/amco/10501","124",0,"1819","1998","Drenthe","noord","Peize",124,"noordoost"
10502,"Nieuwe Tonge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Tonge","http://www.gemeentegeschiedenis.nl/amco/10502","1119",0,"oudsher","1966","Zuid-Holland","west","Nieuwe Tonge",1119,"zuidwest"
10503,"Rijsoort en Strevelshoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort_en_Strevelshoek","http://www.gemeentegeschiedenis.nl/amco/10503","1258",0,"1846","1855","Zuid-Holland","west",NA,NA,NA
10503,"Rijsoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort","http://www.gemeentegeschiedenis.nl/amco/10503","1362",0,"oudsher","1846","Zuid-Holland","west",NA,NA,NA
10504,"Oirsbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oirsbeek","http://www.gemeentegeschiedenis.nl/amco/10504","954",0,"oudsher","1982","Limburg","zuid","Oirsbeek",954,"zuidoost"
10505,"Roggel en Neer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roggel_en_Neer","http://www.gemeentegeschiedenis.nl/amco/10505","1670",0,"1993","2007","Limburg","zuid","Roggel",958,"zuidoost"
10505,"Roggel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roggel","http://www.gemeentegeschiedenis.nl/amco/10505","958",0,"oudsher","1993","Limburg","zuid","Roggel",958,"zuidoost"
10506,"Gieten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gieten","http://www.gemeentegeschiedenis.nl/amco/10506","116",0,"oudsher","1998","Drenthe","noord","Gieten",116,"noordoost"
10507,"Lippenhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lippenhuizen","http://www.gemeentegeschiedenis.nl/amco/10507",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10508,"Haarlemmerliede en Spaarnwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarlemmerliede_en_Spaarnwoude","http://www.gemeentegeschiedenis.nl/amco/10508","393",2755000,"1857","heden","Noord-Holland","west","Haarlemmerliede en Spaarnwoude",393,"noordwest"
10508,"Spaarnwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spaarnwoude","http://www.gemeentegeschiedenis.nl/amco/10508","1374",0,"oudsher","1857","Noord-Holland","west","Haarlemmerliede en Spaarnwoude",393,"noordwest"
10509,"Vaesrade","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vaesrade","http://www.gemeentegeschiedenis.nl/amco/10509",NA,0,"oudsher","1821","Limburg","zuid",NA,NA,NA
10510,"Koedijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koedijk","http://www.gemeentegeschiedenis.nl/amco/10510","410",0,"oudsher","1972","Noord-Holland","west","Koedijk",410,"noordwest"
10511,"Schagen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schagen","http://www.gemeentegeschiedenis.nl/amco/10511","441",2747719,"oudsher","heden","Noord-Holland","west","Schagen",441,"noordwest"
10512,"Nunspeet [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nunspeet_1","http://www.gemeentegeschiedenis.nl/amco/10512",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10512,"Nunspeet [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nunspeet_2","http://www.gemeentegeschiedenis.nl/amco/10512","302",2749754,"1972","heden","Gelderland","oost",NA,NA,NA
10513,"Sint Pancras","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Pancras","http://www.gemeentegeschiedenis.nl/amco/10513","446",0,"1817","1990","Noord-Holland","west","Sint Pancras",446,"noordwest"
10514,"Naaldwijk [Albl.waard]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naaldwijk_Albl.waard","http://www.gemeentegeschiedenis.nl/amco/10514",NA,0,"1817","1818","Zuid-Holland","west",NA,NA,NA
10515,"Simpelveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Simpelveld","http://www.gemeentegeschiedenis.nl/amco/10515","965",2747311,"oudsher","heden","Limburg","zuid","Simpelveld",965,"zuidoost"
10516,"Hoornaar","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoornaar","http://www.gemeentegeschiedenis.nl/amco/10516","536",0,"1817","1986","Zuid-Holland","west","Hoornaar",536,"zuidwest"
