naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Ubbergen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ubbergen,http://www.gemeentegeschiedenis.nl/amco/10408,10408,282,2746011,1818,heden,Gelderland
Vaassen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vaassen,http://www.gemeentegeschiedenis.nl/amco/11380,11380,,0,oudsher,1818,Gelderland
Valburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Valburg,http://www.gemeentegeschiedenis.nl/amco/11071,11071,283,0,1818,2001,Gelderland
Varik,http://www.gemeentegeschiedenis.nl/gemeentenaam/Varik,http://www.gemeentegeschiedenis.nl/amco/11064,11064,284,0,oudsher,1978,Gelderland
Varsseveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Varsseveld,http://www.gemeentegeschiedenis.nl/amco/10318,10318,,0,oudsher,1818,Gelderland
Veessen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veessen,http://www.gemeentegeschiedenis.nl/amco/10966,10966,,0,oudsher,1818,Gelderland
Velp [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_Ge,http://www.gemeentegeschiedenis.nl/amco/10698,10698,,0,oudsher,1818,Gelderland
Verwolde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Verwolde,http://www.gemeentegeschiedenis.nl/amco/10275,10275,1386,0,1818,1854,Gelderland
Voorst,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorst,http://www.gemeentegeschiedenis.nl/amco/10912,10912,285,2745295,oudsher,heden,Gelderland
Voorthuizen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorthuizen,http://www.gemeentegeschiedenis.nl/amco/11425,11425,,0,oudsher,1818,Gelderland
Vorden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vorden,http://www.gemeentegeschiedenis.nl/amco/10957,10957,286,0,oudsher,2005,Gelderland
Vuren,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vuren,http://www.gemeentegeschiedenis.nl/amco/11376,11376,287,0,1818,1987,Gelderland
Waardenburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Waardenburg,http://www.gemeentegeschiedenis.nl/amco/10238,10238,288,0,oudsher,1978,Gelderland
Wadenoijen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wadenoijen,http://www.gemeentegeschiedenis.nl/amco/10201,10201,1218,0,1818,1956,Gelderland
Wageningen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wageningen,http://www.gemeentegeschiedenis.nl/amco/11010,11010,289,2745087,oudsher,heden,Gelderland
Wamel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wamel,http://www.gemeentegeschiedenis.nl/amco/10042,10042,290,0,oudsher,1985,Gelderland
Warnsveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Warnsveld,http://www.gemeentegeschiedenis.nl/amco/10838,10838,291,0,oudsher,2005,Gelderland
Wehl,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wehl,http://www.gemeentegeschiedenis.nl/amco/11116,11116,292,0,1816,2005,Gelderland
Westervoort,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westervoort,http://www.gemeentegeschiedenis.nl/amco/11085,11085,293,2744674,oudsher,heden,Gelderland
West Maas en Waal,http://www.gemeentegeschiedenis.nl/gemeentenaam/West_Maas_en_Waal,http://www.gemeentegeschiedenis.nl/amco/10042,10042,668,6544265,1985,heden,Gelderland
Weurt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Weurt,http://www.gemeentegeschiedenis.nl/amco/10939,10939,,0,oudsher,1818,Gelderland
Wijchen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijchen,http://www.gemeentegeschiedenis.nl/amco/10723,10723,296,2744513,oudsher,heden,Gelderland
Wilp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wilp,http://www.gemeentegeschiedenis.nl/amco/11388,11388,,0,oudsher,1818,Gelderland
Winssen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Winssen,http://www.gemeentegeschiedenis.nl/amco/11385,11385,,0,oudsher,1818,Gelderland
Winterswijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Winterswijk,http://www.gemeentegeschiedenis.nl/amco/11119,11119,294,2744331,oudsher,heden,Gelderland
Wisch,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wisch,http://www.gemeentegeschiedenis.nl/amco/10318,10318,295,0,1818,2005,Gelderland
Zaltbommel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaltbommel,http://www.gemeentegeschiedenis.nl/amco/10557,10557,297,2744101,oudsher,heden,Gelderland
Zeddam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeddam,http://www.gemeentegeschiedenis.nl/amco/10003,10003,,0,oudsher,1821,Gelderland
Zelhem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zelhem,http://www.gemeentegeschiedenis.nl/amco/11159,11159,298,0,oudsher,2005,Gelderland
Zevenaar,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenaar,http://www.gemeentegeschiedenis.nl/amco/10938,10938,299,2743948,oudsher,heden,Gelderland
Zoelen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zoelen,http://www.gemeentegeschiedenis.nl/amco/10897,10897,300,0,oudsher,1978,Gelderland
Zuilichem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuilichem,http://www.gemeentegeschiedenis.nl/amco/11036,11036,1243,0,oudsher,1955,Gelderland
Zutphen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zutphen,http://www.gemeentegeschiedenis.nl/amco/10254,10254,301,2743607,oudsher,heden,Gelderland
