naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Hurwenen [2],http://www.gemeentegeschiedenis.nl/gemeentenaam/Hurwenen_2,http://www.gemeentegeschiedenis.nl/amco/11432,11432,1089,0,1821,1955,Gelderland
IJzendoorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/IJzendoorn,http://www.gemeentegeschiedenis.nl/amco/11430,11430,1231,0,1818,1923,Gelderland
Keppel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Keppel,http://www.gemeentegeschiedenis.nl/amco/10488,10488,,0,oudsher,1818,Gelderland
Kerkwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kerkwijk,http://www.gemeentegeschiedenis.nl/amco/10791,10791,257,0,1818,1999,Gelderland
Kesteren,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren,http://www.gemeentegeschiedenis.nl/amco/10916,10916,258,0,1818,2003,Gelderland
Laren [Ge],http://www.gemeentegeschiedenis.nl/gemeentenaam/Laren_Ge,http://www.gemeentegeschiedenis.nl/amco/10098,10098,259,0,oudsher,1971,Gelderland
Lede- en Oudewaard,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lede-_en_Oudewaard,http://www.gemeentegeschiedenis.nl/amco/10231,10231,,0,1818,1822,Gelderland
Leeuwen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leeuwen,http://www.gemeentegeschiedenis.nl/amco/10548,10548,,0,oudsher,1818,Gelderland
Lent,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lent,http://www.gemeentegeschiedenis.nl/amco/10143,10143,,0,oudsher,1818,Gelderland
Leuth,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leuth,http://www.gemeentegeschiedenis.nl/amco/10556,10556,,0,oudsher,1814,Gelderland
Lichtenvoorde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lichtenvoorde,http://www.gemeentegeschiedenis.nl/amco/10242,10242,260,0,oudsher,2005,Gelderland
