naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Loppersum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Loppersum,http://www.gemeentegeschiedenis.nl/amco/10934,10934,24,2751428,oudsher,heden,Groningen
De Marne,http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Marne,http://www.gemeentegeschiedenis.nl/amco/10180,10180,1663,6544229,1992,heden,Groningen
Marum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Marum,http://www.gemeentegeschiedenis.nl/amco/11431,11431,25,2751110,oudsher,heden,Groningen
Meeden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Meeden,http://www.gemeentegeschiedenis.nl/amco/10304,10304,26,0,oudsher,1990,Groningen
Menterwolde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Menterwolde,http://www.gemeentegeschiedenis.nl/amco/11282,11282,1987,6544231,1991,heden,Groningen
Middelstum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelstum,http://www.gemeentegeschiedenis.nl/amco/11199,11199,27,0,oudsher,1990,Groningen
Midwolda,http://www.gemeentegeschiedenis.nl/gemeentenaam/Midwolda,http://www.gemeentegeschiedenis.nl/amco/10356,10356,28,0,oudsher,1990,Groningen
Muntendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Muntendam,http://www.gemeentegeschiedenis.nl/amco/10550,10550,29,0,oudsher,1990,Groningen
Nieuwe Pekela,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Pekela,http://www.gemeentegeschiedenis.nl/amco/10950,10950,30,0,oudsher,1990,Groningen
Nieuweschans,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuweschans,http://www.gemeentegeschiedenis.nl/amco/10008,10008,31,0,oudsher,1990,Groningen
Nieuwolda,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwolda,http://www.gemeentegeschiedenis.nl/amco/10126,10126,32,0,oudsher,1990,Groningen
Noordbroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordbroek,http://www.gemeentegeschiedenis.nl/amco/10814,10814,1126,0,oudsher,1965,Groningen
Noorddijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noorddijk,http://www.gemeentegeschiedenis.nl/amco/10979,10979,1127,0,oudsher,1969,Groningen
Oldambt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldambt,http://www.gemeentegeschiedenis.nl/amco/10453,10453,1895,7535498,2010,heden,Groningen
Oldehove,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldehove,http://www.gemeentegeschiedenis.nl/amco/10298,10298,35,0,oudsher,1990,Groningen
Oldekerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldekerk,http://www.gemeentegeschiedenis.nl/amco/11332,11332,36,0,oudsher,1990,Groningen
Onstwedde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Onstwedde,http://www.gemeentegeschiedenis.nl/amco/10610,10610,1250,0,oudsher,1969,Groningen
Oosterbroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterbroek,http://www.gemeentegeschiedenis.nl/amco/11282,11282,33,0,1965,1991,Groningen
Oude Pekela,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_Pekela,http://www.gemeentegeschiedenis.nl/amco/10848,10848,38,0,oudsher,1990,Groningen
Pekela,http://www.gemeentegeschiedenis.nl/gemeentenaam/Pekela,http://www.gemeentegeschiedenis.nl/amco/10848,10848,765,6544234,1990,heden,Groningen
Reiderland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Reiderland,http://www.gemeentegeschiedenis.nl/amco/11043,11043,1661,0,1991,2010,Groningen
Sappemeer,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sappemeer,http://www.gemeentegeschiedenis.nl/amco/10080,10080,1168,0,oudsher,1949,Groningen
Scheemda,http://www.gemeentegeschiedenis.nl/gemeentenaam/Scheemda,http://www.gemeentegeschiedenis.nl/amco/10711,10711,39,0,oudsher,2010,Groningen
Siddeburen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Siddeburen,http://www.gemeentegeschiedenis.nl/amco/11323,11323,,0,oudsher,1826,Groningen
Slochteren,http://www.gemeentegeschiedenis.nl/gemeentenaam/Slochteren,http://www.gemeentegeschiedenis.nl/amco/10747,10747,40,2747142,oudsher,heden,Groningen
Stadskanaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stadskanaal,http://www.gemeentegeschiedenis.nl/amco/10610,10610,37,2746859,1969,heden,Groningen
Stedum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stedum,http://www.gemeentegeschiedenis.nl/amco/10771,10771,41,0,oudsher,1990,Groningen
Termunten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Termunten,http://www.gemeentegeschiedenis.nl/amco/11023,11023,42,0,oudsher,1990,Groningen
Uithuizen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Uithuizen,http://www.gemeentegeschiedenis.nl/amco/11137,11137,43,0,oudsher,1979,Groningen
Uithuizermeeden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Uithuizermeeden,http://www.gemeentegeschiedenis.nl/amco/10246,10246,44,0,oudsher,1979,Groningen
Ulrum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ulrum,http://www.gemeentegeschiedenis.nl/amco/10180,10180,45,0,oudsher,1992,Groningen
Usquert,http://www.gemeentegeschiedenis.nl/gemeentenaam/Usquert,http://www.gemeentegeschiedenis.nl/amco/11035,11035,46,0,oudsher,1990,Groningen
Veendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veendam,http://www.gemeentegeschiedenis.nl/amco/11292,11292,47,2745782,oudsher,heden,Groningen
Vlagtwedde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlagtwedde,http://www.gemeentegeschiedenis.nl/amco/11249,11249,48,2745460,oudsher,heden,Groningen
Warffum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Warffum,http://www.gemeentegeschiedenis.nl/amco/10498,10498,49,0,oudsher,1990,Groningen
Wedde,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wedde,http://www.gemeentegeschiedenis.nl/amco/10247,10247,1220,0,oudsher,1968,Groningen
Westerlee,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerlee,http://www.gemeentegeschiedenis.nl/amco/11378,11378,,0,oudsher,1821,Groningen
Wildervank,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wildervank,http://www.gemeentegeschiedenis.nl/amco/10825,10825,1225,0,oudsher,1969,Groningen
Windeweer,http://www.gemeentegeschiedenis.nl/gemeentenaam/Windeweer,http://www.gemeentegeschiedenis.nl/amco/10803,10803,,0,oudsher,1821,Groningen
Winschoten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Winschoten,http://www.gemeentegeschiedenis.nl/amco/10453,10453,52,0,oudsher,2010,Groningen
Winsum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Winsum,http://www.gemeentegeschiedenis.nl/amco/11135,11135,53,2744336,oudsher,heden,Groningen
't Zandt,http://www.gemeentegeschiedenis.nl/gemeentenaam/t_Zandt,http://www.gemeentegeschiedenis.nl/amco/10956,10956,54,0,oudsher,1990,Groningen
Zuidbroek [Gr],http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidbroek_Gr,http://www.gemeentegeschiedenis.nl/amco/11282,11282,1240,0,oudsher,1965,Groningen
Zuidhorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidhorn,http://www.gemeentegeschiedenis.nl/amco/10021,10021,56,2743693,oudsher,heden,Groningen
