naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Swalmen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Swalmen,http://www.gemeentegeschiedenis.nl/amco/10474,10474,975,0,oudsher,2007,Limburg
Tegelen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tegelen,http://www.gemeentegeschiedenis.nl/amco/11333,11333,976,0,oudsher,2001,Limburg
Thorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Thorn,http://www.gemeentegeschiedenis.nl/amco/11195,11195,977,0,oudsher,2007,Limburg
Tudderen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tudderen,http://www.gemeentegeschiedenis.nl/amco/10794,10794,1204,0,1949,1963,Limburg
Ubach over Worms,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ubach_over_Worms,http://www.gemeentegeschiedenis.nl/amco/10146,10146,978,0,oudsher,1982,Limburg
Ulestraten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ulestraten,http://www.gemeentegeschiedenis.nl/amco/11220,11220,979,0,oudsher,1982,Limburg
Urmond,http://www.gemeentegeschiedenis.nl/gemeentenaam/Urmond,http://www.gemeentegeschiedenis.nl/amco/10700,10700,980,0,oudsher,1982,Limburg
Vaals,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vaals,http://www.gemeentegeschiedenis.nl/amco/10007,10007,981,2745904,oudsher,heden,Limburg
Vaesrade,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vaesrade,http://www.gemeentegeschiedenis.nl/amco/10509,10509,,0,oudsher,1821,Limburg
Valkenburg aan de Geul,http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenburg_aan_de_Geul,http://www.gemeentegeschiedenis.nl/amco/11077,11077,994,6544299,1981,heden,Limburg
Valkenburg-Houthem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenburg-Houthem,http://www.gemeentegeschiedenis.nl/amco/11077,11077,982,0,1941,1981,Limburg
Valkenburg [Li],http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenburg_Li,http://www.gemeentegeschiedenis.nl/amco/11077,11077,1252,0,oudsher,1941,Limburg
Velden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Velden,http://www.gemeentegeschiedenis.nl/amco/10202,10202,,0,oudsher,1816,Limburg
Venlo,http://www.gemeentegeschiedenis.nl/gemeentenaam/Venlo,http://www.gemeentegeschiedenis.nl/amco/10477,10477,983,2745640,oudsher,heden,Limburg
Venray,http://www.gemeentegeschiedenis.nl/gemeentenaam/Venray,http://www.gemeentegeschiedenis.nl/amco/11222,11222,984,2745633,oudsher,heden,Limburg
Vlodrop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlodrop,http://www.gemeentegeschiedenis.nl/amco/10644,10644,985,0,oudsher,1991,Limburg
Voerendaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voerendaal,http://www.gemeentegeschiedenis.nl/amco/11341,11341,986,2745368,oudsher,heden,Limburg
Wanssum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wanssum,http://www.gemeentegeschiedenis.nl/amco/10991,10991,987,0,oudsher,1969,Limburg
Weert,http://www.gemeentegeschiedenis.nl/gemeentenaam/Weert,http://www.gemeentegeschiedenis.nl/amco/11081,11081,988,2744910,oudsher,heden,Limburg
Wessem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wessem,http://www.gemeentegeschiedenis.nl/amco/10127,10127,989,0,oudsher,1991,Limburg
Wijlre,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijlre,http://www.gemeentegeschiedenis.nl/amco/10131,10131,991,0,oudsher,1982,Limburg
Wijnandsrade,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijnandsrade,http://www.gemeentegeschiedenis.nl/amco/10992,10992,992,0,oudsher,1982,Limburg
Wittem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wittem,http://www.gemeentegeschiedenis.nl/amco/11371,11371,990,0,oudsher,1999,Limburg
