naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Nuland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nuland,http://www.gemeentegeschiedenis.nl/amco/10118,10118,821,0,oudsher,1993,Noord-Brabant
Oeffelt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oeffelt,http://www.gemeentegeschiedenis.nl/amco/10360,10360,822,0,oudsher,1994,Noord-Brabant
Oerle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oerle,http://www.gemeentegeschiedenis.nl/amco/10119,10119,1132,0,oudsher,1921,Noord-Brabant
Oijen en Teeffelen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oijen_en_Teeffelen,http://www.gemeentegeschiedenis.nl/amco/10869,10869,1150,0,oudsher,1939,Noord-Brabant
Oirschot,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oirschot,http://www.gemeentegeschiedenis.nl/amco/10225,10225,823,2749682,oudsher,heden,Noord-Brabant
Oisterwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oisterwijk,http://www.gemeentegeschiedenis.nl/amco/10103,10103,824,2749679,oudsher,heden,Noord-Brabant
Oosterhout,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterhout,http://www.gemeentegeschiedenis.nl/amco/11280,11280,826,2749447,oudsher,heden,Noord-Brabant
"Oost-, West- en Middelbeers",http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-__West-_en_Middelbeers,http://www.gemeentegeschiedenis.nl/amco/10220,10220,825,0,oudsher,1997,Noord-Brabant
Oploo,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oploo,http://www.gemeentegeschiedenis.nl/amco/10110,10110,,0,oudsher,1821,Noord-Brabant
"Oploo, Sint Anthonis en Ledeacker",http://www.gemeentegeschiedenis.nl/gemeentenaam/Oploo__Sint_Anthonis_en_Ledeacker,http://www.gemeentegeschiedenis.nl/amco/11415,11415,827,0,1821,1994,Noord-Brabant
Oss,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oss,http://www.gemeentegeschiedenis.nl/amco/10834,10834,828,2749233,oudsher,heden,Noord-Brabant
Ossendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ossendrecht,http://www.gemeentegeschiedenis.nl/amco/10929,10929,829,0,oudsher,1997,Noord-Brabant
Oudenbosch,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudenbosch,http://www.gemeentegeschiedenis.nl/amco/10397,10397,830,0,oudsher,1997,Noord-Brabant
Oud- en Nieuw-Gastel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-_en_Nieuw-Gastel,http://www.gemeentegeschiedenis.nl/amco/11363,11363,831,0,oudsher,1997,Noord-Brabant
Oudheusden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudheusden,http://www.gemeentegeschiedenis.nl/amco/10812,10812,1145,0,oudsher,1935,Noord-Brabant
Princenhage,http://www.gemeentegeschiedenis.nl/gemeentenaam/Princenhage,http://www.gemeentegeschiedenis.nl/amco/10762,10762,1156,0,1819,1942,Noord-Brabant
Prinsenbeek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Prinsenbeek,http://www.gemeentegeschiedenis.nl/amco/11354,11354,832,0,1951,1997,Noord-Brabant
Putte,http://www.gemeentegeschiedenis.nl/gemeentenaam/Putte,http://www.gemeentegeschiedenis.nl/amco/10099,10099,833,0,oudsher,1997,Noord-Brabant
Raamsdonk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Raamsdonk,http://www.gemeentegeschiedenis.nl/amco/11391,11391,834,0,oudsher,1997,Noord-Brabant
Ravenstein,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ravenstein,http://www.gemeentegeschiedenis.nl/amco/10805,10805,835,0,oudsher,2003,Noord-Brabant
Reek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Reek,http://www.gemeentegeschiedenis.nl/amco/10671,10671,1158,0,oudsher,1942,Noord-Brabant
Reusel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel,http://www.gemeentegeschiedenis.nl/amco/10162,10162,836,0,oudsher,1997,Noord-Brabant
Reusel-De Mierden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel-De_Mierden,http://www.gemeentegeschiedenis.nl/amco/10162,10162,1667,6544280,1997,heden,Noord-Brabant
Riethoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Riethoven,http://www.gemeentegeschiedenis.nl/amco/10455,10455,837,0,oudsher,1997,Noord-Brabant
Rijsbergen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsbergen,http://www.gemeentegeschiedenis.nl/amco/10866,10866,841,0,oudsher,1997,Noord-Brabant
Rijswijk [NB],http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijswijk_NB,http://www.gemeentegeschiedenis.nl/amco/11016,11016,842,0,oudsher,1973,Noord-Brabant
Roosendaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal,http://www.gemeentegeschiedenis.nl/amco/10407,10407,1674,2747929,1997,heden,Noord-Brabant
Roosendaal en Nispen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal_en_Nispen,http://www.gemeentegeschiedenis.nl/amco/10407,10407,838,0,oudsher,1997,Noord-Brabant
Rosmalen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rosmalen,http://www.gemeentegeschiedenis.nl/amco/10970,10970,839,0,oudsher,1996,Noord-Brabant
Rucphen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rucphen,http://www.gemeentegeschiedenis.nl/amco/11152,11152,840,2747857,oudsher,heden,Noord-Brabant
Sambeek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sambeek,http://www.gemeentegeschiedenis.nl/amco/10339,10339,1167,0,oudsher,1942,Noord-Brabant
Schaijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schaijk,http://www.gemeentegeschiedenis.nl/amco/10276,10276,843,0,oudsher,1994,Noord-Brabant
Schijndel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schijndel,http://www.gemeentegeschiedenis.nl/amco/11178,11178,844,2747583,oudsher,heden,Noord-Brabant
Sint Anthonis,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis,http://www.gemeentegeschiedenis.nl/amco/11415,11415,1702,2749288,1995,heden,Noord-Brabant
Sint Anthonis en Ledeacker,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis_en_Ledeacker,http://www.gemeentegeschiedenis.nl/amco/11415,11415,,0,oudsher,1821,Noord-Brabant
Sint-Michielsgestel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Michielsgestel,http://www.gemeentegeschiedenis.nl/amco/10496,10496,845,2747233,oudsher,heden,Noord-Brabant
Sint-Oedenrode,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Oedenrode,http://www.gemeentegeschiedenis.nl/amco/10399,10399,846,2747226,oudsher,heden,Noord-Brabant
Soerendonk en Sterksel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk_en_Sterksel,http://www.gemeentegeschiedenis.nl/amco/10047,10047,,0,oudsher,1821,Noord-Brabant
"Soerendonk, Sterksel en Gastel",http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk__Sterksel_en_Gastel,http://www.gemeentegeschiedenis.nl/amco/10047,10047,1183,0,1821,1925,Noord-Brabant
Someren,http://www.gemeentegeschiedenis.nl/gemeentenaam/Someren,http://www.gemeentegeschiedenis.nl/amco/10203,10203,847,2747020,oudsher,heden,Noord-Brabant
Son en Breugel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Son_en_Breugel,http://www.gemeentegeschiedenis.nl/amco/10549,10549,848,2747009,oudsher,heden,Noord-Brabant
Sprang,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang,http://www.gemeentegeschiedenis.nl/amco/10659,10659,1187,0,oudsher,1923,Noord-Brabant
Sprang-Capelle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang-Capelle,http://www.gemeentegeschiedenis.nl/amco/11233,11233,849,0,1923,1997,Noord-Brabant
Standdaarbuiten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Standdaarbuiten,http://www.gemeentegeschiedenis.nl/amco/11212,11212,850,0,oudsher,1997,Noord-Brabant
St.Anthonis,http://www.gemeentegeschiedenis.nl/gemeentenaam/St.Anthonis,http://www.gemeentegeschiedenis.nl/amco/11415,11415,1691,0,1994,1995,Noord-Brabant
Steenbergen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenbergen,http://www.gemeentegeschiedenis.nl/amco/10731,10731,"0851 (Steenbergen), 1376 (Steenbergen en Kruisland)",2746801,oudsher,heden,Noord-Brabant
Stiphout,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stiphout,http://www.gemeentegeschiedenis.nl/amco/11386,11386,1196,0,oudsher,1968,Noord-Brabant
Stratum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stratum,http://www.gemeentegeschiedenis.nl/amco/10172,10172,1199,0,oudsher,1920,Noord-Brabant
Strijp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Strijp,http://www.gemeentegeschiedenis.nl/amco/10521,10521,1201,0,oudsher,1920,Noord-Brabant
Terheijden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Terheijden,http://www.gemeentegeschiedenis.nl/amco/10905,10905,853,0,oudsher,1997,Noord-Brabant
Teteringen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Teteringen,http://www.gemeentegeschiedenis.nl/amco/10677,10677,854,0,oudsher,1997,Noord-Brabant
Tilburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tilburg,http://www.gemeentegeschiedenis.nl/amco/10792,10792,855,2746300,oudsher,heden,Noord-Brabant
Tongelre,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tongelre,http://www.gemeentegeschiedenis.nl/amco/11240,11240,1203,0,oudsher,1920,Noord-Brabant
Uden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Uden,http://www.gemeentegeschiedenis.nl/amco/11141,11141,856,2746004,oudsher,heden,Noord-Brabant
Udenhout,http://www.gemeentegeschiedenis.nl/gemeentenaam/Udenhout,http://www.gemeentegeschiedenis.nl/amco/11268,11268,857,0,oudsher,1997,Noord-Brabant
Valkenswaard,http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenswaard,http://www.gemeentegeschiedenis.nl/amco/11031,11031,858,2745859,oudsher,heden,Noord-Brabant
Veen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veen,http://www.gemeentegeschiedenis.nl/amco/10015,10015,859,0,oudsher,1973,Noord-Brabant
Veghel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veghel,http://www.gemeentegeschiedenis.nl/amco/10985,10985,860,2745725,oudsher,heden,Noord-Brabant
Veldhoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven,http://www.gemeentegeschiedenis.nl/amco/10071,10071,861,2745704,1921,heden,Noord-Brabant
Veldhoven en Meerveldhoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven_en_Meerveldhoven,http://www.gemeentegeschiedenis.nl/amco/10071,10071,1206,0,oudsher,1921,Noord-Brabant
Velp [NB],http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_NB,http://www.gemeentegeschiedenis.nl/amco/10170,10170,1208,0,oudsher,1942,Noord-Brabant
"Vessem, Wintelre en Knegsel",http://www.gemeentegeschiedenis.nl/gemeentenaam/Vessem__Wintelre_en_Knegsel,http://www.gemeentegeschiedenis.nl/amco/11414,11414,862,0,oudsher,1997,Noord-Brabant
Vierlingsbeek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vierlingsbeek,http://www.gemeentegeschiedenis.nl/amco/10066,10066,863,0,oudsher,1998,Noord-Brabant
Vlierden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlierden,http://www.gemeentegeschiedenis.nl/amco/10268,10268,1212,0,oudsher,1926,Noord-Brabant
Vlijmen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen,http://www.gemeentegeschiedenis.nl/amco/11293,11293,864,0,1821,1997,Noord-Brabant
Vlijmen en Engelen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen_en_Engelen,http://www.gemeentegeschiedenis.nl/amco/11293,11293,,0,oudsher,1821,Noord-Brabant
Vrijhoeve-Capelle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoeve-Capelle,http://www.gemeentegeschiedenis.nl/amco/10870,10870,1216,0,oudsher,1923,Noord-Brabant
Vught,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vught,http://www.gemeentegeschiedenis.nl/amco/11224,11224,865,2745153,oudsher,heden,Noord-Brabant
Waalre,http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalre,http://www.gemeentegeschiedenis.nl/amco/10959,10959,866,2745126,oudsher,heden,Noord-Brabant
Waalwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalwijk,http://www.gemeentegeschiedenis.nl/amco/11359,11359,867,2745122,oudsher,heden,Noord-Brabant
Wanroij,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wanroij,http://www.gemeentegeschiedenis.nl/amco/10265,10265,868,0,oudsher,1994,Noord-Brabant
Waspik,http://www.gemeentegeschiedenis.nl/gemeentenaam/Waspik,http://www.gemeentegeschiedenis.nl/amco/10402,10402,869,0,oudsher,1997,Noord-Brabant
Werkendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Werkendam,http://www.gemeentegeschiedenis.nl/amco/10078,10078,870,2744826,oudsher,heden,Noord-Brabant
De Werken en Sleeuwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Werken_en_Sleeuwijk,http://www.gemeentegeschiedenis.nl/amco/10116,10116,1222,0,oudsher,1950,Noord-Brabant
Westerhoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerhoven,http://www.gemeentegeschiedenis.nl/amco/11041,11041,871,0,oudsher,1997,Noord-Brabant
Wijk en Aalburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_en_Aalburg,http://www.gemeentegeschiedenis.nl/amco/11084,11084,876,0,oudsher,1973,Noord-Brabant
Willemstad,http://www.gemeentegeschiedenis.nl/gemeentenaam/Willemstad,http://www.gemeentegeschiedenis.nl/amco/10827,10827,872,0,oudsher,1997,Noord-Brabant
Woensdrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Woensdrecht,http://www.gemeentegeschiedenis.nl/amco/10602,10602,873,2744256,oudsher,heden,Noord-Brabant
Woensel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Woensel,http://www.gemeentegeschiedenis.nl/amco/10894,10894,1228,0,oudsher,1920,Noord-Brabant
Woudrichem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudrichem,http://www.gemeentegeschiedenis.nl/amco/10282,10282,874,2744155,oudsher,heden,Noord-Brabant
Wouw,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wouw,http://www.gemeentegeschiedenis.nl/amco/10808,10808,875,0,oudsher,1997,Noord-Brabant
Zeeland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeeland,http://www.gemeentegeschiedenis.nl/amco/10759,10759,877,0,oudsher,1994,Noord-Brabant
Zeelst,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeelst,http://www.gemeentegeschiedenis.nl/amco/10096,10096,1233,0,oudsher,1921,Noord-Brabant
Zesgehuchten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zesgehuchten,http://www.gemeentegeschiedenis.nl/amco/10329,10329,1235,0,oudsher,1921,Noord-Brabant
Zevenbergen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenbergen,http://www.gemeentegeschiedenis.nl/amco/10046,10046,878,0,oudsher,1998,Noord-Brabant
Zundert,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zundert,http://www.gemeentegeschiedenis.nl/amco/11192,11192,879,2743618,oudsher,heden,Noord-Brabant
